drink_name,recipe,recipe_url,url_of_image
Dirty Chai Latte,"2 chai tea bags, 1 cup water, 1 teaspoon honey, 1 shot espresso, 1/3 cup milk , ground cinnamon ",https://www.thespruceeats.com/dirty-chai-latte-5070321,https://www.thespruceeats.com/thmb/EFwCIIy63VidhGWuF00UVhZlGsQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/dirty-chai-latte-5070321-04-0e3b330d082c414ea3390429bc30943b.jpg
Breakfast Martini,"1 to 2 teaspoons orange marmalade, 1/2 ounce lemon juice, 1 3/4 ounces gin, 1/2 ounce premium triple sec, orange twist",https://www.thespruceeats.com/breakfast-martini-recipe-5101607,https://www.thespruceeats.com/thmb/kCVFCRF8eihFtqaB6mj3TgnSOqI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/breakfast-martini-recipe-5101607-066-1a240ba5e70442d69690fec394d53d7e.jpg
Homemade Apple Soda With Fresh Apple Juice,"4 to 5 large apples, 2 cups water, 2 cups apple juice, 1 cup granulated sugar, 1 teaspoon citric acid, 1/3 cup apple syrup, 2/3 to 1 cup club soda, apple wedge",https://www.thespruceeats.com/apple-soda-recipe-5082965,https://www.thespruceeats.com/thmb/juQ4oFIwbnXWKhde2C5aUbMXHfA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/apple-soda-recipe-5082965-111-ee3dbc75ca2240388deb9f3aa06d1312.jpg
Honey-Ginger Switchel,"1/4 cup ginger, 3 to 4 cups water, 2 tablespoons honey, 2 tablespoons apple cider vinegar, 2 tablespoons lemon juice",https://www.thespruceeats.com/switchel-4802123,https://www.thespruceeats.com/thmb/xKkwyOG97heralYVHpfYfWyhLK0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Switchel-4802123-014-81d5446c9a5e4dc6a12a2e6206e8712e.jpg
Pornstar Martini,"1 1/2 ounces vanilla vodka, 1/2  ounce passion fruit liqueur, 1 1/2 ounces passion fruit purée, 1 tablespoon vanilla sugar, 1/2 passion fruit, 2 ounces sparkling wine",https://www.thespruceeats.com/pornstar-martini-recipe-5078708,https://www.thespruceeats.com/thmb/wiaQ9qTe-DwQVCPjwFICb2ySiNc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/pornstar-martini-recipe-5078708-064-31eb146fbe954598ba3c6c7383231342.jpg
Tequila Soda,"2 ounces blanco or reposado tequila, 1/2 ounce lime juice, 3 to 4 ounces club soda, lime wheel",https://www.thespruceeats.com/tequila-soda-recipe-5075193,https://www.thespruceeats.com/thmb/xRgpuF3HIB-Dk-BUgTIn2X6II18=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/tequila-soda-recipe-5075193-038-9f98bb625de843a49824081e900bda0b.jpg
Halloween Lychee Eyeballs,"1 (20-ounce) can lychee fruit, 1 cup fresh  blueberries, 1/2 cup red fruit preserves",https://www.thespruceeats.com/halloween-lychee-eyeballs-5073596,https://www.thespruceeats.com/thmb/1xHxylVODQX-KJrnUrCU6vjCeVk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/lychee-eyeball-cocktail-garnish-5073596-058-e3205cde5f0b4425980e26e75ae9eadb.jpg
Berry Wine Slushies,"2 cups sparkling wine, 3 ice cubes, 1/4 cup raspberries, 1/4 cup blackberries, 1/4 cup frozen strawberries, 1 tablespoon honey, fresh or frozen berries",https://www.thespruceeats.com/berry-wine-slushies-5079455,https://www.thespruceeats.com/thmb/1Ss4KpDvdn5ssSoEgdiJQ0O8jKE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/berry-wine-slushies-5079455-067-d9548a45333b4dc594e99d8389b67c4c.jpg
Keto Eggnog,"5 egg yolks, 1/4 cup confectioners swerve, 2 cups unsweetened  almond milk, 1 1/4 cups heavy cream, 1/2 teaspoon cinnamon, 1/2 teaspoon ground nutmeg, 1/2 teaspoon liquid stevia, 1 teaspoon rum extract, 1 teaspoon vanilla extract",https://www.thespruceeats.com/keto-eggnog-5087897,https://www.thespruceeats.com/thmb/nbl88sktxSyYl0ldu5z7X8WeMhw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/keto-eggnog-5087897-Hero-01-e01f82f99ef24c7d9b45756106e93277.jpg
Homemade Caramel Syrup,"1 cup granulated sugar , 1/2 cup water, 1 teaspoon pure vanilla extract, pinch kosher salt",https://www.thespruceeats.com/caramel-syrup-recipe-5082963,https://www.thespruceeats.com/thmb/P5rmqNFjmLt5WMzjQKufcoCD0RM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/caramel-syrup-recipe-5082963-085-59dabca910b04988b7146e0f6fb932cc.jpg
Rosé Sangria,"2 to 3 large peaches, 5 to 8 large strawberries, 1 cup raspberries, 1/4 cup sugar, 1/4 cup lemon juice, 1/2 cup brandy, 1 (750-milliliter) bottle dry rosé wine, 2 cups club soda, fresh mint sprigs",https://www.thespruceeats.com/rose-sangria-5074554,https://www.thespruceeats.com/thmb/xvVBd5WuO7BAd9LH_s6aGK56IMA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rose-sangria-recipe-5074554-072-3caa0e68d4cd4516b5d8d670f003e757.jpg
Spiked Christmas Coffee,"1/2 cup heavy whipping cream, 1/2 ounce green crème de menthe liqueur, 1 ounce crème de cacao liqueur, 1/2 ounce irish cream liqueur, 6 to 8 ounces brewed black coffee, sprinkles",https://www.thespruceeats.com/spiked-christmas-coffee-recipe-5087829,https://www.thespruceeats.com/thmb/I2mV_GVhKr7AQ5hzgiUY-pOX8rU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/spiked-christmas-coffee-recipe-084-63d018dafcc246599bba596aee32622f.jpg
Spiked Horchata,"2 cups white rice, 2 sticks cinnamon, 1 cup coconut water, 1 cup canned coconut milk, 1/3 cup sugar, 1 teaspoon vanilla extract, 1/4 teaspoon ground cinnamon, 1 pinch salt, 1/4 cup rum",https://www.thespruceeats.com/spiked-horchata-5083486,https://www.thespruceeats.com/thmb/4EDVe4TW9jAlQnpNOVzSRXzkVg8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/spiked-horchata-5083486-hero-02-e4a7644359e34c82a29aca38ce567f6e.jpg
Elderberry Syrup,"4 cups fresh or frozen elderberries, 2 cups water, 2 tablespoons honey, 2 slices lemon, 1 piece fresh ginger, 2 teaspoon ground cloves, 1 stick cinnamon stick",https://www.thespruceeats.com/elderberry-syrup-4845433,https://www.thespruceeats.com/thmb/ZkOQXOXMsMmC44o_hEc6offxAZY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ElderberrySyrupSpruce2-a13c5b4bc1a945759f0aacdba93320cd.jpg
Spiked Apple Cider With Caramelized Oranges,"1 medium orange, 1 to 2 tablespoons sugar, 2 ounces aged rum, 1/2 ounce amaretto liqueur, 3 ounces apple cider, 2 to 3 dashes aromatic bitters, 1 to 2 ounces club soda, orange slice, cinnamon stick",https://www.thespruceeats.com/spiked-apple-cider-5082966,https://www.thespruceeats.com/thmb/Pv5a6C-Tggd8NG8egY6keR4Ebzw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/spiked-apple-cider-recipe-5082966084-ffdd8310f55c40f191cca545ac154f45.jpg
Superman Shot,"1/2 ounce cherry liqueur, 1/2 ounce banana liqueur, 1/2 ounce vodka",https://www.thespruceeats.com/superman-shot-4690318,https://www.thespruceeats.com/thmb/U81XwcvSAJkbzmkvntMgONb9HaE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Superman-ShotDrink-007-109e71b6b7954d12bb3eb5cee199d147.jpg
Jungle Bird Cocktail,"1 1/2 ounces dark rum, 3/4 ounce campari, 1 1/2 ounces pineapple juice, 1/2 ounce lime juice, 1/2 ounce simple syrup, pineapple wedge, maraschino cherry",https://www.thespruceeats.com/jungle-bird-cocktail-4687092,https://www.thespruceeats.com/thmb/LNuelRQOfr2BSpTKZpaASCdllxA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/JungleBirdCocktail-009-fd4a23f616d242cfbed5664815cdca79.jpg
Cucumber Collins,"2 slices cucumber, 2 slices lime, 1 ounce simple syrup, 1 1/2 ounces gin, 3 to 4 ounces seltzer, cucumber ribbons, lime slice, mint spring",https://www.thespruceeats.com/cucumber-collins-4778647,https://www.thespruceeats.com/thmb/xV7UIu8Y_BXLl6TRm0vDfGmXTh8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CucumberCollins-001-97928d821c68449096f4b1c55453c173.jpg
Mint Simple Syrup,"1 cup water, 1/2 cup sugar, 1/2 cup mint leaves",https://www.thespruceeats.com/mint-simple-syrup-4775024,https://www.thespruceeats.com/thmb/aKPaCbdlJmmuWQHzi1wqGlJ5KMU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/wickerbasket-of-fresh-peppermint-530073551-57bf1dc15f9b5855e5f345a2.jpg
Caipiroska,"1 lime, 1 tablespoon coconut sugar, 2 ounces vodka, 1 cup crushed ice",https://www.thespruceeats.com/caipiroska-cocktail-5071195,https://www.thespruceeats.com/thmb/k6aCikiW4Lua123y8HY1oJmDBog=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/caipiroska-cocktail-recipe-5071195-015-a2970e05651045ee95c91d8f9a130879.jpg
Italian Margarita,"2 ounces reposado tequila, 1/2 ounce triple sec, 1 ounce lime juice, 1 ounce amaretto, lime slice, orange slice",https://www.thespruceeats.com/italian-margarita-4782497,https://www.thespruceeats.com/thmb/Mz-CFiUkQvIApaji9e7PZvH079M=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Italian-Margarita-007-aac572aea4b440878c106fcbccc09878.jpg
Hanky Panky Cocktail,"1 1/2 ounces gin, 1 1/2 ounces sweet vermouth, 2 dashes fernet-branca, 1 dash orange juice, orange peel",https://www.thespruceeats.com/hanky-panky-cocktail-recipe-4687097,https://www.thespruceeats.com/thmb/wSVzzMTql7imt378Ufmink7wt0E=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/HankyPankyCocktail-008-2ac85261a5314e71960849bc8306ef02.jpg
Chia Fresca,"12 ounces water, 3 tablespoons fresh lemon juice, 2 teaspoons sugar, 1 teaspoon chia seeds, 1 lemon, 1/4 cup ice cubes, 1 sprig mint",https://www.thespruceeats.com/chia-fresca-4775125,https://www.thespruceeats.com/thmb/TIjpZ8plMtoqgDfgrlaKoqOKj-U=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-1178200971-b7a46eaab40949e180c130691b26d7fc.jpg
Watermelon Punch,"1 cup white granulated sugar, 5 cups cold water, 1 cup frozen raspberries, 1 1/2 to 2 cups lemon juice, 1 whole watermelon, 7 cups raspberry lemonade, fresh raspberries, lemon slices",https://www.thespruceeats.com/watermelon-punch-4780743,https://www.thespruceeats.com/thmb/ukLFWuISsA20hTsOEtQYCdY65tc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/WatermelonPunch017-29efacdd71984185bc0fa171f25255f0.jpg
Christmas Margarita,"cinnamon sugar, 1 1/2 ounces blanco tequila, 1/2 ounce orange liqueur, 1 ounce coconut milk, 1/2 ounce lime juice, 1/2 ounce white cranberry juice, lime wedge, cranberries, rosemary sprig",https://www.thespruceeats.com/christmas-margarita-4770127,https://www.thespruceeats.com/thmb/X8fMj4qHIARb5lZStprzuzgcwc0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/WhiteCristmasMargarita-101-8aa55090f8704d6fb99a9e398d014d70.jpg
Scorpion Bowl,"1 cup ice, 1 cup pineapple, 1 mango, 8 ounces aged rum, 2 ounces brandy, 3 ounces orgeat syrup, 6 ounces orange juice, 1 1/2 ounces lemon juice, 1 1/2 ounces 151-proof rum, citrus slices",https://www.thespruceeats.com/scorpion-bowl-recipe-4685141,https://www.thespruceeats.com/thmb/aoa9C-RpEmjCxMMySZauz5Gk1EI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ScorpionBowl-004-03f98740eb21406c83cd2a8c8edc9856.jpg
French Cafe au Lait,"1 part hot strong coffee (french roast), 1 part steamed milk",https://www.thespruceeats.com/cafe-au-lait-recipe-1374920,https://www.thespruceeats.com/thmb/cRrwUsC6WNBHS78ecTOJLDcC164=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cafe-au-lait-recipe-1374920-hero-01-0b1bbc7d69304240a1e864cef38eff88.jpg
Pour-Over Coffee,"10 ounces spring water, 2/3 ounce ground coffee",https://www.thespruceeats.com/pour-over-coffee-4796809,https://www.thespruceeats.com/thmb/-XzLvlXHASjqOxZnrpAa2X9NRPg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/PourOverCoffee-003-d3f790fbb41f4b43963db49bf37550a5.jpg
Cuban Coffee (Cafecito),"1/4 cup ground coffee, 1 1/2 cups water, 1/4 cup granulated sugar",https://www.thespruceeats.com/cuban-coffee-4796807,https://www.thespruceeats.com/thmb/vJGEfrc8S_hiDlb-Z3YIkAYizfA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CubanCoffee-001-4928e640d5b7491aa223fb594285a3bf.jpg
The Perfect Cappuccino,"2 tablespoons finely ground dark roast coffee, 4 ounces water, 4 ounces milk",https://www.thespruceeats.com/how-to-make-cappuccinos-766116,https://www.thespruceeats.com/thmb/DWhiIPBDVVq29pcjpAzkLX3HDso=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-cappuccinos-766116-hero-01-a754d567739b4ee0b209305138ecb996.jpg
New Orleans Coffee (Cafe Noir),"4 tablespoons coffee, 2 tablespoons chicory, 1/4 teaspoon salt,, 4 cups water,, 1 teaspoon sugar",https://www.thespruceeats.com/new-orleans-coffee-recipe-766142,https://www.thespruceeats.com/thmb/bogvGb8qhPt7Y1f5xDpgQLGCgkQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Brazilian-coffee-582ca3813df78c6f6a678502.jpg
Cold Brew Coffee,"1 cup ground coffee, 4 cups water",https://www.thespruceeats.com/cold-brew-coffee-4796803,https://www.thespruceeats.com/thmb/0Xzdt3WeOETATBNubgiM0pOKplc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ColdBrewCoffee017-bcdb960a88f94521bb3a64a2f228e740.jpg
Affogato,"1 scoop vanilla gelato, 2 ounces espresso, grated chocolate",https://www.thespruceeats.com/affogato-4776668,https://www.thespruceeats.com/thmb/oOeJGjN6KIEmBOAxfPDLmuPaXu8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Affogato-007-6e41d6fd68a943a6b3518b9eb9d4a5e6.jpg
Maple Pecan Latte,"for the maple pecan syrup:, 1/4 cup maple syrup, 1/4 cup pecan butter, 2 tablespoons brown sugar, 1/2 tablespoon butter, 1/3 cup heavy cream, 1 teaspoon vanilla extract, for the latte:, 1 shot espresso, 2 tablespoons maple pecan syrup, 1/2 cup steamed milk, garnish: whipped cream (store-bought or homemade), garnish: chopped toasted pecans",https://www.thespruceeats.com/maple-pecan-latte-4778954,https://www.thespruceeats.com/thmb/SGkLou30cAXZrj4N5lCDFwTqgP4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Maple-Pecan-Latte-FINAL-10-5061ef81d9cd440aa40c8004ffe2270f.jpg
White Chocolate Mocha,"3/4 cup milk (whole or low-fat), 3 tablespoons white chocolate chips, 1/2 cup prepared coffee, optional: 1 teaspoon sugar, garnish: fresh whipped cream, garnish: dusting of ground nutmeg",https://www.thespruceeats.com/white-chocolate-mocha-4177003,https://www.thespruceeats.com/thmb/54gY1oTpz3l8BhTGNVcghITZxYY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/aIMG_2287fhor-5bbfe808c9e77c00512728b5.jpg
Homemade Frappuccino,"3 cups strong coffee, 2/3  can  sweetened condensed milk, 1 cup whole milk, 1/2  vanilla bean, 2 teaspoons vanilla extract, 8 cups ice",https://www.thespruceeats.com/homemade-frappuccino-3860286,https://www.thespruceeats.com/thmb/JVI7maPtJvgSsAg7uzDKOJeelRA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/homemade-frappuccino-3860286-Hero_2-cc1b1d0ff91e4432ac522d2fb1023a1f.jpg
Hong Kong Yuanyang (Coffee With Tea),"1 cup coffee , 1 cup hong kong-style milk tea, 1/2 to 1 cup ice",https://www.thespruceeats.com/yuanyang-coffee-tea-recipe-766158,https://www.thespruceeats.com/thmb/ADSlMqZzqsD3pKX87uR68ccT9Tw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/yuanyang-coffee-tea-recipe-766158-Hero-01-alt-d8d1aeeafa274a07bc2f0eb684191f3e.jpg
Cafe Latte,"1 ounce water, 1  tablespoon ground dark espresso, 1 1/2 fluid ounces simple syrup, 3 ounces milk",https://www.thespruceeats.com/how-to-make-caffe-latte-765372,https://www.thespruceeats.com/thmb/jYPrZfZdGrUTCPXDZaFNqPMPyzo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-caffe-latte-765372-hero-01-2417e49c4a9c4789b3abdd36885f06ab.jpg
Turkish Coffee,"5 to 6 ounces water, 2 tablespoons ground coffee, 1 to 3 teaspoons sugar",https://www.thespruceeats.com/turkish-coffee-recipe-2355497,https://www.thespruceeats.com/thmb/5g_NsAeJv9jUjFW-3v830Abli1Y=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/turkish-coffee-recipe-2355497-hero-02-b14bd83fe6114322af9d8040801e8391.jpg
Pumpkin Spice Latte,"1 cup milk, 2 tablespoonsunsweetened pumpkin puree, 1tablespoon sugar, or to taste, 1 teaspoon ground cinnamon, 1/2 teaspoon ground ginger, 1/4 teaspoon ground nutmeg, 1/8 teaspoon ground cloves, 1/2teaspoon vanilla, 1/2cup brewed espresso (or very strongly brewed coffee), sweetened whipped cream, for topping",https://www.thespruceeats.com/pumpkin-spice-latte-4174106,https://www.thespruceeats.com/thmb/1PFvjBxGa-p2_z-ZDB_H6wckoZk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/pumpkin-spice-latte-4174106-hero-01-47ecd3d5c0bf442182f349a227e7da41.jpg
Keto Pumpkin Spice Latte,"2 shots espresso, 2 tablespoons pumpkin puree, 1/3 cup heavy cream, 1/4 cup whole milk, 1/2 teaspoon pumpkin pie spice, 1 tablespoon erythritol, garnish: whipped cream, ground cinnamon",https://www.thespruceeats.com/keto-pumpkin-spice-latte-4771104,https://www.thespruceeats.com/thmb/1wfAyEcDjlt1woLdo2iPCYnEOyY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/keto-pumpkin-spice-latte-4771104-05-8f54b4d407cb40279ae027b8d1add285.jpg
Flat White Espresso,"1 shot espresso, 2 shots milk",https://www.thespruceeats.com/flat-white-recipe-765371,https://www.thespruceeats.com/thmb/cVGogyhRuh0ubbnw2kg17_Htvno=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/flat-white-recipe-765371-hero-01-d3378484dc6044259ac75c49407097ec.jpg
Vietnamese Iced Coffee (Cà Phê Sữa Dá),"30 grams ground vietnamese coffee (about 4 tablespoons), 600 grams water (about 2 1/2 cups), sweetened condensed milk (to taste), ice",https://www.thespruceeats.com/vietnamese-coffee-4771158,https://www.thespruceeats.com/thmb/pkIkWJe_H_kyx6O9F0dwxUEbdQ0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vietcoffee-122e434a31864154bfdebbb7f38d0749.jpg
Vegan Gingerbread Latte,"1 1/2 cups unsweetened almond milk (or your favorite nondairy milk), 1/2 teaspoon ginger (fresh, grated), 1/2 teaspoon cinnamon, 1/8 teaspoon cloves, 1 tablespoon blackstrap molasses, 1 to 2 tablespoons granulated sugar (we recommend coconut palm sugar or turbinado: or the equivalent of your favorite sweetener, such as agave), 2 teaspoons instant espresso powder (if you have an espresso maker use 1 to 2 shots of espresso per latte instead of instant powder + water), 4 tablespoons very hot water, 1/4 cupnondairy cream for topping, dash nutmeg, dash cinnamon",https://www.thespruceeats.com/vegan-gingerbread-latte-3371631,https://www.thespruceeats.com/thmb/lbCCiY0b61NQJdf19JYtOU9-nMo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/VeganGingerbreadLatte-5678705b3df78ccc15378cf9.png
Vietnamese Egg Coffee,"2 large egg yolks, 1/2 cup sweetened condensed milk, 1 teaspoon vanilla extract, 60 grams coffee, 4 1/8 cups water, cocoa powder",https://www.thespruceeats.com/vietnamese-egg-coffee-3030347,https://www.thespruceeats.com/thmb/Lw3sKyqdsBpF3g4GpTBmx1WiUlg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vietnamese-egg-coffee-3030347-hero-01-9897b12116fc4439b415c63110aa90e6.jpg
Caramel Irish Coffee,"1 ounce irish whiskey, 1 ounce irish cream liqueur, 1 ounce butterscotch schnapps, 2 to 3 ounces coffee, whipped cream, caramel syrup",https://www.thespruceeats.com/caramel-irish-coffee-recipe-761342,https://www.thespruceeats.com/thmb/T7TDD4SArkc0f0Siot1mHoytwJE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CaramelIrishCoffee-5bce108cc9e77c00517ea06e.jpg
Cafe Con Leche,"2 tablespoons coffee, 1/2 cup water, 3 1/2 ounces espresso, 1/2 cup whole milk, 1/2 teaspoon sugar",https://www.thespruceeats.com/cafe-con-leche-4796804,https://www.thespruceeats.com/thmb/AS3-cxbjDIHrXkKZ5fbZNImNcNU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CafeConLeche-001-cc38d64832bf4dccabaf4cf36645bec2.jpg
Mexican Coffee,"3/4 cup ground coffee, , 2 teaspoons ground cinnamon, 5 cups water, 1/2 cup whole milk, 1/2 cup heavy cream, 1/3 cup chocolate syrup, 2 tablespoons brown sugar, 1 teaspoon vanilla extract,   whipped cream ,   optional, garnish",https://www.thespruceeats.com/mexican-coffee-4783525,https://www.thespruceeats.com/thmb/fNi0feVRI-7HHClwFiME2XdRP8E=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mexican-coffee-4783525-07-3c1c51246bff498bbcbc3ea55b8d1930.jpg
Brown Sugar Milk (Boba or Bubble Tea),"1 8.8-ounce tapioca pearls, 1 cup dark brown sugar, 1/2 cup water, 1/4 cup tapioca pearls, 1 tablespoon brown sugar syrup,, 1 cup milk, 1 cup ice",https://www.thespruceeats.com/brown-sugar-milk-4691088,https://www.thespruceeats.com/thmb/CNUczQ5MkB-9iHTxFpghLtoyVec=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/brown-sugar-milk-4691088hero-01-9d89c600bec342e3811608245bcea07a.jpg
Cold Brewed Yerba Mate,"8 ounces water, 1 tablespoon yerba mate, 1 tablespoon honey",https://www.thespruceeats.com/cold-brewed-mate-recipe-766127,https://www.thespruceeats.com/thmb/AC2g2Ni8G2xSROIG9Fvn9xVGH5c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cold-brewed-mate-recipe-766127-Hero_03-4dd56a06168e4c8c8a16aad2318e628d.jpg
